"","X.1","X","cycle","election","bonica.rid","Cand.ID","Name","Party","State","seat","District","cfscore","male.winner","female.margin","female.pctile","prev.elect","democrat","total.votes","professional","pct.female.chamber","gop.gov","house","state.pres.dem","num.cands","won.again","pct.dem.last","female.cand.last","total.dist.last","female.inc","total.raised.candidate","log.total.raised.candidate","individual.money","log.individual.money","pac.money","log.pac.money","party.money","log.party.money","male.money","log.male.money","female.money","log.female.money","share.district.total","district.total","log.district.total","log.total.dist.last"
"1263",1263,108072,2006,"ME2006","cand47166","ME5396","MILLS, JANET T",100,"ME","state:lower","ME-89",-1.01741942066108,0,55.7468338012695,55.7,NA,0,3.95,0.098,0.348717949,0,1,0.5357,2,1,50.7075996398926,1,9974,1,5306,8.57659353469768,250,5.52545293913178,0,0,0,0,300,5.70711026474888,150,5.01727983681492,1,5306,8.57659353469768,9.20773698610607
"1264",1264,108001,2006,"ME2006","cand68409","ME1626","JOY, HENRY L",200,"ME","state:lower","ME-9",0.542141173273832,1,35.9813079833984,36,NA,1,2.996,0.098,0.348717949,0,1,0.5357,2,1,0,0,3720,0,2415,7.78945456608667,0,0,1740,7.46221493976819,150,5.01727983681492,300,5.70711026474888,0,0,1,2415,7.78945456608667,8.22147894726719
"1265",1265,108136,2006,"ME2006","cand68723","ME5362","CARTER, TIMOTHY A",100,"ME","state:lower","ME-91",-1.14001673631716,1,49.3236923217773,49.3,1,0,4.288,0.098,0.348717949,0,1,0.5357,2,0,49.4812889099121,0,9528,0,5952,8.69148257651293,200,5.30330490805908,0,0,0,0,200,5.30330490805908,0,0,0.425233978709724,13997,9.54659829992065,9.16199011103514
"1266",1266,94672,2004,"ME2004","cand68732","ME5373","PATRICK, JOHN L",100,"ME","state:lower","ME-92",-1.28498009777524,1,34.5725683049228,34.6,NA,0,4.761,0.098,0.251336898,0,1,0.5357,2,1,61.2154693603516,0,1122,0,5282,8.57206009285708,150,5.01727983681492,0,0,0,0,200,5.30330490805908,150,5.01727983681492,0.517792373296736,10201,9.23024103368252,7.02286808608264
"1267",1267,121945,2008,"ME2008","cand68718","ME5357","HAYES, TERESEA",100,"ME","state:lower","ME-94",-1.24748828594103,0,62.2772903442383,62.3,NA,0,4.883,0.098,0.349112426,0,1,0.5771,2,1,50.1983604431152,1,11470,1,4646,8.44376191333035,200,5.30330490805908,0,0,0,0,200,5.30330490805908,200,5.30330490805908,0.491536182818451,9452,9.1539816383068,9.34749021012342
"1268",1268,50654,1996,"ME1996","cand68468","ME17690","OBRIEN, JULIE ANN",200,"ME","state:lower","ME-96",0.305766233264669,0,51.12646484375,51.1,1,1,3.329,0.098,0.252830189,0,1,0.5162,2,1,NA,NA,NA,0,2207,7.69938940625674,510,6.2363695902037,1040,6.94793706861497,250,5.52545293913178,175,5.17048399503815,735,6.60123011872888,1,2207,7.69938940625674,NA
"1269",1269,51960,1996,"MI1996","cand70460","MI18551","RICHNER, ANDREW C",200,"MI","state:lower","MI-1",0.707438071207344,1,38.5482600031851,38.5,NA,1,38.533,0.516,0.236051502,1,1,0.5169,2,1,NA,NA,NA,0,53976,10.8962947823073,27250,10.2128454966658,24326,10.0993421236127,750,6.62140565176413,25385,10.1419531199481,3215,8.07589363029886,0.788293024886085,68472,11.1341801815614,NA
"1270",1270,60231,1998,"MI1998","cand37128","MI11113","ALLEN, JASON",200,"MI","state:lower","MI-104",0.882647310360947,1,37.2920722961426,37.3,NA,1,37.874,0.516,0.273972603,1,1,0.5169,2,1,37.5946960449219,1,133404,0,137326,11.8301129401796,79380,11.2820143238894,56736,10.9461818342121,45,3.8286413964891,57035,10.951437926402,22370,10.0155207562119,0.967220735314833,141980,11.8634414815934,11.8011373970216
"1271",1271,82885,2002,"MI2002","cand54907","MI5539","CASPERSON, TOM",200,"MI","state:lower","MI-108",1.02262349298414,1,48.228759765625,48.2,0,1,28.991,0.516,0.22027972,1,1,0.5128,2,1,74.9055709838867,0,45835,0,115517,11.6571729842604,68312,11.1318553641968,69675,11.1516112045974,470,6.15485809401642,19932.89,9.90017657730208,21615.5,9.98121219094653,0.810128268965082,142591,11.8677356713661,10.7328032703959
"1272",1272,122536,2008,"MI2008","cand71886","MI8514","NERAT, JUDY",100,"MI","state:lower","MI-108",-0.760102740305423,0,56.4650077819824,56.5,NA,0,42.15,0.516,0.252747253,0,1,0.5733,2,0,44.5212516784668,1,168550,0,168601,12.0352902557304,9541,9.16345838607605,52900,10.8761775212594,91210,11.4209307828242,4820,8.48073665440562,4670.66,8.44926974788731,0.561057017164383,300506,12.6132229994802,12.0349877206622
"1273",1273,122517,2008,"MI2008","cand71873","MI8364","LINDBERG, STEVEN W",100,"MI","state:lower","MI-109",-0.188730967251668,1,31.7368014591373,31.7,NA,0,42.08,0.516,0.252747253,0,1,0.5733,3,1,67.0966949462891,0,97213,0,47207,10.7622974656623,7250,8.88889466937159,42655,10.6609232229784,0,0,2751.94,7.920424710499,1450,7.28000825288419,0.941128389154705,50160,10.8229731753068,11.4846597263615
"1274",1274,51984,1996,"MI1996","cand70501","MI19913","TESANOVICH, PAUL",100,"MI","state:lower","MI-110",-0.178730353218223,1,39.5038559192609,39.5,NA,0,35.895,0.516,0.236051502,1,1,0.5169,2,1,NA,NA,NA,0,43434,10.6789978235212,6900,8.8394216076206,34284,10.4424632197185,1850,7.5234813125735,5600,8.63070043220983,700,6.55250788703459,1,43434,10.6789978235212,NA
"1275",1275,60630,1998,"MI1998","cand70536","MI20918","WORONCHAK, GARY",200,"MI","state:lower","MI-15",0.716928600260229,1,46.6097700779346,46.6,NA,1,30.832,0.516,0.273972603,1,1,0.5169,2,1,55.0925331115723,1,221571,0,63754,11.0627872061503,11560,9.35539264367532,23513,10.0653512674277,8131,9.00356217474824,7560,8.93075873555827,3500,8.16080392095467,0.980016601592523,65054,11.0829729732108,12.3084983588655
"1276",1276,82777,2002,"MI2002","cand69944","MI12522","CASSIS, NANCY C",200,"MI","state:upper","MI-15",0.479113553630286,0,61.9918605391486,62,NA,1,95.228,0.516,0.21875,1,0,0.5128,2,1,38.542552947998,0,247823,0,115798,11.6596025728147,37985,10.5449729497722,73244,11.2015652651639,0,0,28275,10.2497686672908,9685,9.17843682296317,0.987717293027858,117238,11.6719613356551,12.4204700606577
"1277",1277,51811,1996,"MI1996","cand69968","MI13253","DEHART, EILEEN",100,"MI","state:lower","MI-18",-0.498056336213476,0,60.5818328857422,60.6,NA,0,25.265,0.516,0.236051502,1,1,0.5169,2,1,NA,NA,NA,0,43229,10.6742668453099,13125,9.48235027503367,24810,10.1190423822017,200,5.30330490805908,10925,9.29890054895566,5779,8.66215896166642,0.738717339667458,58519,10.9771067668131,NA
"1278",1278,82587,2002,"MI2002","cand69935","MI11997","BRATER, ELIZABETH S",100,"MI","state:upper","MI-18",-1.07622712207826,0,65.6167052066386,65.6,NA,0,83.273,0.516,0.21875,1,0,0.5128,3,1,62.2091865539551,1,43363,0,88066,11.3858418123509,54166,10.899827145911,19450,9.87565376160669,750,6.62140565176413,23459,10.0630521222075,30697,10.3319527848734,1,88066,11.3858418123509,10.677361821912
"1279",1279,60598,1998,"MI1998","cand70514","MI20093","TOY, LAURA",200,"MI","state:lower","MI-19",0.601190945996955,0,63.565008985046,63.6,NA,1,29.216,0.516,0.273972603,1,1,0.5169,2,1,37.3086967468262,0,77731,0,7875,8.97144846369383,475,6.16541785423142,7400,8.90937040519747,0,0,475,6.16541785423142,0,0,0.835100742311771,9430,9.1516513756275,11.2610094271872
"1280",1280,94955,2004,"MI2004","cand70637","MI5550","PASTOR, JOHN R",200,"MI","state:lower","MI-19",0.648655892196934,1,46.8674774169922,46.9,NA,1,49.433,0.516,0.195488722,0,1,0.5123,2,1,0,0,24717,0,71201,11.1732621422453,21825,9.99085719867304,42134,10.6486340282065,359,5.88610403145016,14072.32,9.55203608531547,4675,8.45019832259196,0.557704358179027,127668,11.7571884233044,10.1152465449837
"1281",1281,51900,1996,"MI1996","cand70411","MI16169","LAW, GERALD H",200,"MI","state:lower","MI-20",0.341119007038926,1,31.2507184743744,31.3,NA,1,43.455,0.516,0.236051502,1,1,0.5169,2,1,NA,NA,NA,0,57819,10.9650727203672,9200,9.12706745278236,48619,10.7917902478701,0,0,7100,8.86799089818209,2100,7.650168700845,1,57819,10.9650727203672,NA
"1282",1282,122572,2008,"MI2008","cand71917","MI9725","SLAVENS, DIAN",100,"MI","state:lower","MI-21",-0.932486715696337,0,53.4619008601335,53.5,NA,0,53.793,0.516,0.252747253,0,1,0.5733,2,1,0,0,93618,0,438281,12.9906155361632,22119,10.0042374556363,83343,11.330731899985,295612,12.5968064454383,13407.65,9.50365530006711,26641.54,10.1902644654546,0.757066606785048,578920,13.2689195777515,11.4469779516692
"1283",1283,60476,1998,"MI1998","cand70417","MI16627","MANS, GEORGE",100,"MI","state:lower","MI-23",-0.528171663370974,1,37.7178246706361,37.7,NA,0,29.16,0.516,0.273972603,1,1,0.5169,2,1,51.5282516479492,0,128783,0,16742,9.72567581122,5355,8.58597270681106,600,6.39859493453521,4489,8.4096079807363,3580,8.18339736999843,1875,7.53689712956617,0.0601671829740744,278258,12.5363040198476,11.7658840963636
"1284",1284,82851,2002,"MI2002","cand70608","MI5517","LAW, KATHLEEN",100,"MI","state:lower","MI-23",-0.79404017822925,0,50.4868235597472,50.5,0,0,27.153,0.516,0.22027972,1,1,0.5128,2,1,51.1304512023926,0,278258,0,107881,11.5887840467695,18325,9.81607609552516,62794,11.0476307314522,2350,7.76259604854007,10995,9.30528684928514,21330,9.96791669269182,0.472894721845973,228129,12.3376665374117,12.5363040198476
"1285",1285,94887,2004,"MI2004","cand70608","MI5517","LAW, KATHLEEN",100,"MI","state:lower","MI-23",-0.79404017822925,0,55.5570997826816,55.6,NA,0,43.933,0.516,0.195488722,0,1,0.5123,2,1,49.4604644775391,1,138309,1,52247,10.8637377519107,21940,9.99611231164195,25907,10.1623070803028,2800,7.93773177526011,17160,9.7503946464023,4779.7,8.47234225827834,0.79596282754418,65640,11.091940545204,11.8372455914574
"1286",1286,108219,2006,"MI2006","cand70532","MI20684","WHITMER, GRETCHEN",100,"MI","state:upper","MI-23",-0.289722038869484,0,69.7503662109375,69.8,NA,0,92.335,0.516,0.283950617,0,0,0.5123,2,1,53.3578338623047,0,586265,1,128953,11.7672032758702,45886,10.7339371315322,82941,11.3258968473269,0,0,29185.8,10.2814718312543,16675.7,9.72176781461286,0.940624247773409,137093,11.8284148066247,13.2815271847692
"1287",1287,122252,2008,"MI2008","cand71918","MI9726","KENNEDY, DEB",100,"MI","state:lower","MI-23",-0.743951972680175,0,59.4912147521973,59.5,NA,0,45.363,0.516,0.252747253,0,1,0.5733,2,0,63.054817199707,1,65640,0,350627,12.7674782593427,20380,9.92235837328638,50520,10.8301443704095,272927,12.5169633031188,10005,9.21094019204815,10345,9.24435525056346,0.922515700765897,380077,12.8481291427545,11.091940545204
"1288",1288,60506,1998,"MI1998","cand70438","MI17781","ONEIL, WILLIAM",100,"MI","state:lower","MI-24",0.0530803423370577,1,31.6209225120854,31.6,NA,0,24.052,0.516,0.273972603,1,1,0.5169,2,1,67.7107086181641,0,180851,0,17126,9.74835305558614,4275,8.36077327214494,11490,9.34931939925763,400,5.99396142730657,3450,8.146419323098,825,6.71659477352098,1,17126,9.74835305558614,12.1054287668092
"1289",1289,122552,2008,"MI2008","cand71908","MI9133","ROBERTS, SARAH",100,"MI","state:lower","MI-24",-0.888165165373152,0,51.1594998012087,51.2,0,0,47.603,0.516,0.252747253,0,1,0.5733,2,0,0,0,38028,0,453734,13.0252664022315,40029,10.5973844519866,104659,11.5584722799262,287899,12.5703684766003,24180.71,10.0933518412712,16233.76,9.69490990155118,0.875826152753328,518064,13.1578540657332,10.5460780094789
"1290",1290,60557,1998,"MI1998","cand70471","MI18961","SCHERMESSER, GLORIA",100,"MI","state:lower","MI-25",-0.189369388745315,0,96.2558042900203,96.3,NA,0,23.599,0.516,0.273972603,1,1,0.5169,2,1,70.026985168457,1,6750,1,12408,9.42609670485638,575,6.35610766069589,11633,9.36168712447071,0,0,425,6.05443934626937,150,5.01727983681492,0.758759860576041,16353,9.70216664573239,8.81729778386658
"1291",1291,60281,1998,"MI1998","cand42803","MI12331","CALLAHAN, WILLIAM",100,"MI","state:lower","MI-26",-0.487236459014533,1,38.5582417644524,38.6,NA,0,31.099,0.516,0.273972603,1,1,0.5169,2,1,51.7051658630371,0,176142,0,100867,11.5215580963555,16578,9.71589211323947,66693,11.107870272835,6500,8.77971129020447,12083,9.39963754250656,4535,8.41980084540759,0.536906428483981,187867,12.143489544645,12.0790457668993
"1292",1292,82667,2002,"MI2002","cand69950","MI12605","CHERRY, DEBORAH L",100,"MI","state:upper","MI-26",-0.397966351368866,0,55.8474273681641,55.8,NA,0,85.73,0.516,0.21875,1,0,0.5128,2,1,29.6659698486328,1,133625,0,225952,12.3280778663161,95741,11.4694123526385,125131,11.7371244591087,870,6.7696419768525,66090.84,11.0988005689001,31030,10.3427419838004,0.618099951033896,365559,12.8091829678533,11.8027926483273
"1293",1293,95095,2004,"MI2004","cand70581","MI5485","DONIGAN, MARIE",100,"MI","state:lower","MI-26",-0.791093439843658,0,52.0876195321692,52.1,1,0,46.411,0.516,0.195488722,0,1,0.5123,3,1,60.5457954406738,0,77801,0,87509,11.3794969241991,24859,10.1210153650647,57301,10.9560908061077,519,6.25382881157547,13741.52,9.52824995507303,11108,9.31551086958172,0.872420393595597,100306,11.5159807926992,11.2619095635543
"1294",1294,108377,2006,"MI2006","cand70581","MI5485","DONIGAN, MARIE",100,"MI","state:lower","MI-26",-0.791093439843658,0,64.1160410621788,64.1,NA,0,35.493,0.516,0.214285714,0,1,0.5123,2,1,49.0831909179688,1,261304,1,65950,11.0966521581455,14475,9.58024738468363,39875,10.5935299181426,0,0,8660,9.06658546833104,5890,8.68118104152169,1,65950,11.0966521581455,12.4734397594665
"1295",1295,82647,2002,"MI2002","cand70619","MI5529","WOJNO, LISA R",100,"MI","state:lower","MI-28",-0.188050087657251,0,68.5434849182839,68.5,NA,0,22.296,0.516,0.22027972,1,1,0.5128,2,1,73.1309280395508,0,21874,0,68140,11.129319691215,21376,9.97007085667928,45654,10.7288684090504,0,0,17786,9.78622313237548,3490,8.15794350710504,1,68140,11.129319691215,9.99305399589517
"1296",1296,60341,1998,"MI1998","cand69985","MI13780","FAUNCE, JENNIFER",200,"MI","state:lower","MI-29",0.65747115529124,0,52.3085513150164,52.3,0,1,32.756,0.516,0.273972603,1,1,0.5169,2,1,61.793342590332,0,147740,0,187756,12.1428985265059,37690,10.5371766181459,102379,11.5364466600116,14738,9.59825232083676,30489.5,10.3251704386671,9150,9.12161844191538,0.620680991735537,302500,12.619836556453,11.9032092510827
"1297",1297,51963,1996,"MI1996","cand70464","MI18647","ROCCA, SUE",200,"MI","state:lower","MI-30",0.177147473690448,0,60.278205871582,60.3,NA,1,34.291,0.516,0.236051502,1,1,0.5169,2,1,NA,NA,NA,0,60440,11.0094064163867,1600,7.37838371299671,38040,10.5464198044316,0,0,21600,9.98049488889691,100,4.61512051684126,0.954094841194671,63348,11.0563986146116,NA
"1298",1298,60355,1998,"MI1998","cand70144","MI14262","GIELEGHEM, PAUL",100,"MI","state:lower","MI-31",-0.644704454914225,1,45.3889849053224,45.4,NA,0,27.676,0.516,0.273972603,1,1,0.5169,2,1,66.1688995361328,1,110855,0,53785,10.8927498968661,13674,9.52332462729018,34005,10.4342922586174,6300,8.74846362994206,3988.13,8.29132844099584,5860.85,8.67622053240711,0.693588321770304,77546,11.2586265876484,11.6159783200263
"1299",1299,122473,2008,"MI2008","cand71921","MI9729","HAASE, JENNIFER",100,"MI","state:lower","MI-32",-0.776646708274378,0,51.7905454092927,51.8,0,0,47.843,0.516,0.252747253,0,1,0.5733,2,0,38.5173835754395,1,50407,0,134303,11.807853720311,20882,9.94669070983678,93075,11.4411716427068,1431,7.26682734752059,11692,9.36674565114032,10030,9.21343557688349,0.809454067671983,165918,12.0192489693888,10.8278853333042
"1300",1300,60448,1998,"MI1998","cand70407","MI16043","KUKUK, JANET",200,"MI","state:lower","MI-33",0.570975029849496,0,58.6473915129335,58.6,NA,1,35.823,0.516,0.273972603,1,1,0.5169,2,1,40.3966865539551,0,61161,0,34701,10.4545237839635,6270,8.74369111054302,26111,10.1701502577638,0,0,4285,8.36310917603352,1925,7.56320059235807,1,34701,10.4545237839635,11.0212650104652
"1301",1301,82845,2002,"MI2002","cand70640","MI5554","CONDINO, PAUL",100,"MI","state:lower","MI-35",-0.377805248889947,1,19.8215225151643,19.8,NA,0,32.273,0.516,0.22027972,1,1,0.5128,2,1,74.5645599365234,1,15100,0,50947,10.8385411556612,16965,9.73896662036768,25567,10.149096848566,0,0,18294.68,9.81442024538788,6685,8.80777106698004,1,50947,10.8385411556612,9.62245002280302
"1302",1302,51953,1996,"MI1996","cand70456","MI18323","QUARLES, NANCY L",200,"MI","state:lower","MI-36",-0.360700572201612,0,77.9095016080761,77.9,NA,1,34.078,0.516,0.236051502,1,1,0.5169,2,1,NA,NA,NA,0,39150,10.5751557014189,7756,8.95635094049087,29794,10.3020958731811,1400,7.24494154633701,5655,8.64047220757641,1375,7.22693601849329,1,39150,10.5751557014189,NA
"1303",1303,82636,2002,"MI2002","cand70614","MI5523","VAGNOZZI, ALDO",100,"MI","state:lower","MI-37",-0.887875078784644,1,47.5398368835449,47.5,1,0,34.266,0.516,0.22027972,1,1,0.5128,2,1,48.2844352722168,0,29783,0,133635,11.8028674818229,57040,10.9515255864913,61965,11.0343411265113,2390,7.77946696745832,30572,10.3278725454968,25968,10.164658797947,0.544194001588174,245565,12.4113169569566,10.301693039915
"1304",1304,122413,2008,"MI2008","cand71934","MI9974","BARNETT, VICKI",100,"MI","state:lower","MI-37",-0.805301244550987,0,60.1211891174316,60.1,NA,0,47.529,0.516,0.252747253,0,1,0.5733,2,1,61.7197494506836,0,110812,0,76182,11.2408804932978,28225,10.247998817974,42680,10.6615091353193,725,6.5875500148248,17777,9.78571701680162,10463,9.25569607369698,1,76182,11.2408804932978,11.61559035068
"1305",1305,51794,1996,"MI1996","cand69944","MI12522","CASSIS, NANCY C",200,"MI","state:lower","MI-38",0.479113553630286,0,67.6638336181641,67.7,NA,1,37.172,0.516,0.236051502,1,1,0.5169,2,1,NA,NA,NA,0,64966,11.0816193351022,31527,10.3586313188748,31964,10.3723968332008,0,0,22165,10.0063148623356,6987,8.85194967125395,1,64966,11.0816193351022,NA
"1306",1306,60573,1998,"MI1998","cand70479","MI19223","SHULMAN, MARC",200,"MI","state:lower","MI-39",0.167931941437413,1,42.4030778416937,42.4,NA,1,35.279,0.516,0.273972603,1,1,0.5169,2,1,39.5643997192383,1,108316,0,62921,11.0496352502436,33025,10.4050504090229,29896,10.3055134198968,0,0,30125,10.3131438652628,2650,7.88269220628903,0.913367881664707,68889,11.140251792587,11.5928081598424
"1307",1307,122535,2008,"MI2008","cand71874","MI8387","MOSS, CHUCK",200,"MI","state:lower","MI-40",0.687840307026773,1,38.6796712703458,38.7,NA,1,52.341,0.516,0.252747253,0,1,0.5733,2,1,0,0,56300,0,36678,10.5099323992568,3250,8.08671792030391,12928,9.46722812925455,0,0,22950,10.0411167875242,300,5.70711026474888,0.984300780935512,37263,10.5257561562123,10.9384498141278
"1308",1308,94869,2004,"MI2004","cand70570","MI5470","AMOS, FRAN",200,"MI","state:lower","MI-43",0.660264962380138,0,56.5363845825195,56.5,NA,1,41.858,0.516,0.195488722,0,1,0.5123,2,1,47.0817680358887,1,108029,1,7306,8.89645120735523,10175,9.2277872855799,19775,9.89222436025742,300,5.70711026474888,7535,8.9274468162562,-22360,0,0.705348522880865,10358,9.24551444698384,11.5901549885802
"1309",1309,122228,2008,"MI2008","cand71922","MI9730","HAINES, GAIL",200,"MI","state:lower","MI-43",0.806736881258763,0,51.0683964706405,51.1,1,1,41.052,0.516,0.252747253,0,1,0.5733,2,1,40.9994506835938,1,10358,0,98394,11.4967351055715,25640,10.1519479118341,21524,9.97697032929593,0,0,17950,9.79540110267107,57570,10.9607742476771,0.951089373054691,103454,11.5468823484484,9.24551444698384
"1310",1310,122504,2008,"MI2008","cand71909","MI9134","KOWALL, EILEEN",200,"MI","state:lower","MI-44",0.714986735725583,0,66.5999323501561,66.6,NA,1,49.949,0.516,0.252747253,0,1,0.5733,2,1,32.841438293457,0,67485,0,66482,11.1046865133127,24428,10.1035262301352,33164,10.4092503819597,0,0,17058,9.74443320268052,14739.36,9.59834458878294,1,66482,11.1046865133127,11.1196606299434
"1311",1311,51962,1996,"MI1996","cand70461","MI18592","RISON, VERA B",100,"MI","state:lower","MI-48",-0.284074464743732,0,89.4372778946183,89.4,NA,0,26.745,0.516,0.236051502,1,1,0.5169,2,1,NA,NA,NA,0,30658,10.3306489187261,6027,8.70417055974639,23336,10.0577953628749,500,6.21660610108486,4627,8.43988008831357,1500,7.31388683163346,1,30658,10.3306489187261,NA
"1312",1312,51797,1996,"MI1996","cand69950","MI12605","CHERRY, DEBORAH L",100,"MI","state:lower","MI-50",-0.397966351368866,0,64.2278911413025,64.2,NA,0,36.397,0.516,0.236051502,1,1,0.5169,2,1,NA,NA,NA,0,40089,10.5988572614492,3510,8.16365617616843,33806,10.4284231606205,1000,6.90875477931522,2900,7.9728107841214,537.19,6.28821165766682,0.804822228021923,49811,10.8159911221557,NA
"1313",1313,60470,1998,"MI1998","cand70414","MI16396","LOCKWOOD, PATRICIA",100,"MI","state:lower","MI-51",-0.374171657180767,0,52.6759796142578,52.7,NA,0,33.427,0.516,0.273972603,1,1,0.5169,2,1,66.9708251953125,1,116241,0,14925,9.6107929382608,2800,7.93773177526011,11725,9.36956387752416,0,0,1600,7.37838371299671,1200,7.09090982207998,0.453468234436241,32913,10.4016229954856,11.6634209010977
"1314",1314,82620,2002,"MI2002","cand70645","MI5559","ROBERTSON, DAVID B",200,"MI","state:lower","MI-51",0.779255252836426,1,49.2296910184917,49.2,1,1,33.393,0.516,0.22027972,1,1,0.5128,3,1,64.121337890625,1,32913,1,179558,12.0982535544957,67519,11.1201791292698,96902,11.4814657571519,1959,7.58069975222456,45798.07,10.7320190642193,21670,9.98373024021233,0.550879281357763,325948,12.6944931384234,10.4016229954856
"1315",1315,60382,1998,"MI1998","cand70352","MI14707","HANSEN, JOHN",100,"MI","state:lower","MI-52",-0.616384863946963,1,45.4937782287598,45.5,NA,0,34.064,0.516,0.273972603,1,1,0.5169,2,1,64.3612365722656,1,149202,0,5376,8.58969988220299,700,6.55250788703459,3294,8.10016144693661,0,0,1400,7.24494154633701,300,5.70711026474888,1,5376,8.58969988220299,11.9130563714877
"1316",1316,94939,2004,"MI2004","cand70550","MI3533","BYRNES, PAM",100,"MI","state:lower","MI-52",-0.815617610682683,0,54.6600761413574,54.7,NA,0,54.409,0.516,0.195488722,0,1,0.5123,2,1,46.6075820922852,1,292178,0,181612,12.1096278222613,93610,11.4469031769281,73949,11.2111444681389,1219,7.1066061377273,51415.28,10.8477101328119,43310.15,10.6761653866153,0.876539634734932,207192,12.2414011785835,12.5851184845676
"1317",1317,51783,1996,"MI1996","cand69935","MI11997","BRATER, ELIZABETH",100,"MI","state:lower","MI-53",-1.07622712207826,0,69.4318111202931,69.4,NA,0,35.622,0.516,0.236051502,1,1,0.5169,2,1,NA,NA,NA,0,33220,10.4109073831673,18220,9.81033005404988,14450,9.57851889529833,0,0,9540,9.16335358075185,8280,9.0217190130337,0.670001210116575,49582,10.8113831436219,NA
"1318",1318,108465,2006,"MI2006","cand70554","MI3543","WARREN, REBEKAH",100,"MI","state:lower","MI-53",-0.988504650485909,0,82.0636805033815,82.1,NA,0,33.73,0.516,0.214285714,0,1,0.5123,2,1,80.1033325195312,0,50099,0,62973,11.0504613420821,25128,10.1317778366699,40725,10.6146219881105,520,6.25575004175337,10675,9.27575351052442,11028,9.30828344630615,1,62973,11.0504613420821,10.8217563267939
"1319",1319,60410,1998,"MI1998","cand70388","MI15387","JAMNICK, RUTH ANN",100,"MI","state:lower","MI-54",-0.145510905320308,0,65.0187548608763,65,NA,0,21.208,0.516,0.273972603,1,1,0.5169,2,1,70.2662506103516,0,91148,0,20815,9.94342915962908,5000,8.5173931714189,15215,9.63010278478517,0,0,3600,8.18896686364888,1400,7.24494154633701,0.959260795428361,21699,9.98502145551739,11.420239838012
"1320",1320,108459,2006,"MI2006","cand70480","MI19330","SMITH, ALMA WHEELER",100,"MI","state:lower","MI-54",-0.790835898942486,0,96.3245161183418,96.3,NA,0,32.63,0.516,0.214285714,0,1,0.5123,2,1,67.8155975341797,1,90454,1,21863,9.99255098927689,3813,8.24643378616036,16125,9.68818815524497,525,6.26530121273771,1918,7.5595594960077,3170,8.06180227453835,1,21863,9.99255098927689,11.4125967131734
"1321",1321,82822,2002,"MI2002","cand70429","MI17202","MILOSCH, MATT",200,"MI","state:lower","MI-55",0.964445754079611,1,47.0184669494629,47,NA,1,26.966,0.516,0.22027972,1,1,0.5128,2,0,39.4328994750977,0,131257,0,314480,12.6586757600957,18765,9.83980200084999,53020,10.8784433404724,187673,12.1424616940668,48782.66,10.7951506997056,5505,8.61359368570255,0.512615712630057,613481,13.3269045728084,11.784912512365
"1322",1322,94990,2004,"MI2004","cand70632","MI5545","ANGERER, KATHY",100,"MI","state:lower","MI-55",-0.593148626263734,0,50.3303718566895,50.3,0,0,48.279,0.516,0.195488722,0,1,0.5123,2,1,47.0184669494629,1,139056,0,266922,12.4947117598712,70936,11.1695474381749,141194,11.8578971926494,38020,10.5458939176429,42750,10.6631478659042,28677.78,10.2639127554545,0.860308834762766,310263,12.6451756038812,11.8426320086772
"1323",1323,108257,2006,"MI2006","cand70632","MI5545","ANGERER, KATHY",100,"MI","state:lower","MI-55",-0.593148626263734,0,63.9293212890625,63.9,NA,0,36.617,0.516,0.214285714,0,1,0.5123,2,1,50.3303718566895,1,613481,1,157709,11.9685068417095,29923,10.3064161129923,121500,11.7076777721815,2550,7.84424071814181,19669.93,9.88689719038745,11253.83,9.32855264882872,0.979918106635351,160941,11.9887931171765,13.3269045728084
"1324",1324,108373,2006,"MI2006","cand71896","MI8682","EBLI, KATE",100,"MI","state:lower","MI-56",-0.582783999156627,0,53.3741798400879,53.4,NA,0,34.601,0.516,0.214285714,0,1,0.5123,2,1,49.112491607666,0,364751,0,125226,11.7378753838198,13670,9.52303207993199,107650,11.586649792113,4650,8.4448375292241,9265,9.13410706597659,-9185,0,0.947447265684109,132172,11.7918593836643,12.8069702079851
"1325",1325,82701,2002,"MI2002","cand70635","MI5548","CASWELL, BRUCE",200,"MI","state:lower","MI-58",0.917737188826402,1,33.1259841918945,33.1,NA,1,22.185,0.516,0.22027972,1,1,0.5128,2,1,33.9470291137695,0,48053,0,50631,10.8323193159046,19170,9.86115399952005,18991,9.85177311684945,3000,8.00670084544037,22167.5,10.0064276413227,5097.5,8.53670165780428,0.965264141231197,52453,10.8676728095195,10.780059847413
"1326",1326,122506,2008,"MI2008","cand71926","MI9737","KURTZ, KENNETH",200,"MI","state:lower","MI-58",0.886586431452543,1,33.1650187238686,33.2,NA,1,36.638,0.516,0.252747253,0,1,0.5733,2,1,0,0,67110,0,22214,10.0084779997271,2965,7.99496952269788,8600,9.05963375455148,0,0,11859,9.38092667255172,1155,7.05272104923232,1,22214,10.0084779997271,11.1140883431523
"1327",1327,82849,2002,"MI2002","cand70628","MI5540","SHAFFER, RICK",200,"MI","state:lower","MI-59",0.668672324628833,1,32.7993291015369,32.8,NA,1,22.659,0.516,0.22027972,1,1,0.5128,2,1,0,0,29710,0,29623,10.29630636561,6331,8.7533714210009,21500,9.97585472466203,1000,6.90875477931522,4899.09,8.49700885127698,1450,7.28000825288419,1,29623,10.29630636561,10.2992389684567
